gene_id	gene_name	d15_Tcm_REP1	d15_Tcm_REP2	d15_Tcm_REP3	d15_Tem_REP1	d15_Tem_REP3	d15_Tpm_REP1	d15_Tpm_REP2	d15_Tpm_REP3	d8_Tcm_REP1	d8_Tcm_REP2	d8_Tcm_REP3	d8_Tem_REP1	d8_Tem_REP2	d8_Tem_REP3	d8_Tpm_REP1	d8_Tpm_REP2	d8_Tpm_REP3	Naive_REP1	Naive_REP2
ENSMUSG00000009551	6330409D20Rik	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009555	Cdk9	1613.001	1543.999	2004.001	1637.001	1790	1602.001	1807	1867.001	2416.001	1884	1828	1542	2004	1831	1964	1796.999	1715	1876	1151
ENSMUSG00000009563	Tor2a	669.001	749.999	789.999	905.999	828	726	685.001	600.999	1083	880	844	962	1039.001	832	1000.999	919	757	729	708.999
ENSMUSG00000009566	Fpgs	234	224.999	296.999	261.999	205.001	257.001	249	250.999	220	186.001	167	119	148	130	185	172.999	140	398	357
ENSMUSG00000009569	Mkl2	772	681	850	483	409.001	601	700.999	618.999	748	659.001	434	313.999	354	412	586	513	406	391.999	545.001
ENSMUSG00000009575	Cbx5	1477	1471	1584.999	1372	1202	1214	1462	1292	2013	1937	1393	1276	1326	1130	1913	1512	1439	1514	1808
ENSMUSG00000009580	Odam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009585	Apobec3	4582.001	4372.999	4307.999	2343.999	2483.001	3008.999	3724	3504.002	6257.999	5450.001	5260.999	3182.999	3588	3377.001	4836	4390.999	4071.999	4331.999	4026.999
ENSMUSG00000009588	St6galnac1	8	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009596	Taf7l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009614	Sardh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	7
ENSMUSG00000009621	Vav2	180	160	184	164	178.999	139	121	106	164	138	101	171	174	192	141	98	106	253	97
ENSMUSG00000009628	Tex15	14	14	14	8	14	15	12	11	67	56	22.999	18	16	26	40	44	36	4	2
ENSMUSG00000009630	Ppp2cb	1487	1419	1596	1572	1412	1289	1352	1212	2006	1409	1379	1749	1843	1521	1830	1445	1416	1442	941
ENSMUSG00000009633	G0s2	71	116	167	340	402	131	216	200	82	90	102	213	214	172	138	205	236	195	133
ENSMUSG00000009640	Dmap1	425	365	385	347	333	313	381	338.001	487.001	319.999	385	433.001	400.001	353	375.001	398	395.999	509	515.999
ENSMUSG00000009646	Pla2g12b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009647	Mcu	389	365	412	436	419	346	372	400	578	481	421	411	474	475	553	473	488	246	182
ENSMUSG00000009654	Oit3	1	0	1	3	3	1	3	0	5	5	7	2	2	1	4	1	2	3	11
ENSMUSG00000009670	Tex11	0	0	6	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009681	Bcr	561	578	732	325	354	568	599	529	693	547	548	222	236	268	485	407	381	406	265
ENSMUSG00000009687	Fxyd5	14281.998	11771	12093	15246.999	14240.999	9876.999	11746.001	10529.001	11865.001	10978.001	11690.999	14928.999	14797.002	12765.001	11033.999	10847.999	9474	8880	12060.001
ENSMUSG00000009731	Kcnd1	13	5	4	10	10	12	13	2	6	14	9	5	2	15	3	7	9	23	15
ENSMUSG00000009733	Tfcp2	111	156	134	98	76	96	94	106	84	77	78	52	47	46	66	39	46	193	206
ENSMUSG00000009734	Pou6f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009739	Pou6f1	2884.001	2462.001	3434.686	680.001	663.001	2669	3051.488	2781.999	2442.507	2204	2070	211	248.001	292.001	1632.001	1325.999	1318.999	1262.237	979
ENSMUSG00000009741	Ubp1	2369	1985	2270	2592	2307	2014	2149	2437	2518	2231	1916	2356	2484	2506	2504	1930	1733	2612	2607
ENSMUSG00000009772	Nuak2	13	15	16	12	32	23	19	16	3	3	2	2	13	10	3	2	4	45	36
ENSMUSG00000009828	Ick	160	140.001	110	122	137	114	138	101	131.001	106	72.999	84	123.001	85	120	78	71	178	171
ENSMUSG00000009863	Sdhb	1425.001	1349	1563	1775	1495.001	1454.999	1376.001	1251	2428	1878	2331	2659.001	2645.001	2052	2300	2223	2612.001	1758	1795
ENSMUSG00000009876	Cox4i2	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000009894	Snap47	290	342	262	234.001	271	209	233	237	189	152	169	230	222	185	159	144	194	322	338
ENSMUSG00000009900	Wnt3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009905	Kdsr	607	516	630	541	529	514	520	484	548	563	503	499	614	519	551	516	507	926	906
ENSMUSG00000009907	Vps4b	2056.999	2116	2011.999	2438.999	2130	1535	1800.999	1588.999	2704	2444	2191.001	3134	3021.001	2753.001	2743.001	2478	2378.999	2524	2713
ENSMUSG00000009927	Rps25	14430.826	9692.973	11787.039	9727.46	9516.462	7572.174	9840.8	9315.429	7010.211	6229.591	7897.857	8854.747	8491.961	7010.534	6387.138	5885.238	5966.359	15131.205	20808.159
ENSMUSG00000009941	Nxf2	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	8
ENSMUSG00000009995	Taz	1055	991.001	973.001	1012	921	832.999	867.999	929.002	884	689	729.999	728.001	772.001	770.001	715	629.999	659.998	1576	1390
ENSMUSG00000010021	Kif19a	3	10	10	7	6	18	8	12	6	8	10	4	2	4	7	9	10	6	0
ENSMUSG00000010025	Aldh3a2	1420	1385.999	1265	1564.999	1559.001	1096	1239	1114	1438	1202.001	1211	1775.001	1776	1702.999	1617.001	1289	1240.999	878	1016
ENSMUSG00000010044	Zmynd10	12	25	26	24	40.001	30	26	26	17.001	4	18	16	9	16	19	5	13	11	4
ENSMUSG00000010045	Tmem115	457	544	640	680	555	561	523	504	663	511	497	445	548	410	645	567	530	343	309
ENSMUSG00000010047	Hyal2	32	59	63	42	79	37	53	31	72	44	60	51	60	31	70	67	64	85	58
ENSMUSG00000010048	Ifrd2	236.999	358.001	445	234	226	324.001	358	380	169.001	148	143	51	82	84	124	118	76	612	342
ENSMUSG00000010051	Hyal1	45.476	42.143	41.813	44.808	67.036	41.121	30.518	42.193	27.208	18.55	42.484	35.235	47.141	52.23	16.412	25.168	27.656	41.455	38.521
ENSMUSG00000010054	Tusc2	455	470	350	400	323	339	330	309.001	341	237	300	307	275	273	284	265	262	531	323
ENSMUSG00000010057	Nprl2	732	763.999	783	1001.001	914	694.999	797.001	767	735	613.999	724.001	926.001	951	899.999	745	721	641.001	635	593.001
ENSMUSG00000010064	Slc38a3	1	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	5	2	1
ENSMUSG00000010066	Cacna2d2	38	26	47	35	39	48	19	30	44	30	29	26	16	37	25	29	20	84.999	65
ENSMUSG00000010067	Rassf1	2463	2131.001	2529	3046	2829.001	2339	2481.001	2677.001	1460	1425	1490	1627	1748	1680.999	1543.001	1536.999	1562	1327	1148
ENSMUSG00000010080	Epn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010086	Rnf112	1	2	6	2	5	3	4	6	4	0	6	0	2	4	4	0	2	6	4
ENSMUSG00000010095	Slc3a2	3256	3071	3725	3253	2895	3552	3253	3311	1957	1744	1788	1324	1543	1620	1787	1831	1621	1863	1610
ENSMUSG00000010097	Nxf1	7259	7045	7111	6239.001	5810	5973	6807	6472	4645.001	4354.999	4028.001	3829.002	4182.999	4137	4015	3441.001	3774	6302	6465.001
ENSMUSG00000010110	Stx5a	1885.999	1849.001	1869	1957.002	2068.001	1584.001	1828	1631	1739	1729.999	1554.001	1898.999	2047.999	1904.999	1762	1574	1469.999	1710.001	1825
ENSMUSG00000010122	Slc47a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000010136	Pifo	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	10
ENSMUSG00000010142	Tnfrsf13b	297	302	336.001	537	467.001	237.001	257	237	812	699	710	1424	1325	1216	1086.999	907.001	808.999	595	536.001
ENSMUSG00000010154	Spire2	3	0	4	1	1	8	5	5	5	7	3	1	0	1	2	2	3	5	4
ENSMUSG00000010175	Prox1	0	1	3	2	5	0	0	4	2	0	0	0	3	3	0	5	0	9	3
ENSMUSG00000010205	Raver1	1091	1214	1737	1274	1335	1383	1393	1281	2398	2006	1468	1322	1511	1412	2518	1803	1283	1574	1350
ENSMUSG00000010277	2610507B11Rik	4471	4231	4608.999	3301	3674	3528	3795.001	3646	5121	4727	3666	3407	4042	4009.001	4602.999	3966.999	3429	4146	4170.001
ENSMUSG00000010290	AI597479	424	425	350	494	492	302	342	337	456	436	348	609	602	527	404	394	394	460	478
ENSMUSG00000010307	Tmem86a	41	51	31	48	25	50	42	29	25	16	20	28	29	26	26	16	12	59	23
ENSMUSG00000010311	Optc	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010342	Tex14	10	9	11	9	5	1	9	12	10	10	7	11	21	13	10	13	9	17	10
ENSMUSG00000010358	Ifi35	1659.999	1616.001	1565	1226	1303	1210	1489.001	1236	1761.999	1653.999	1993	1310	1450	1328.001	1272	1405	1763.999	1799.999	1585
ENSMUSG00000010362	Rdm1	487	506	526	647	639	415.999	507	456	533.001	421	406.999	552	613.001	505.999	488.999	463	514.001	353	295
ENSMUSG00000010376	Nedd8	2010	1491	1736	1787	1788	1246	1593	1484	2196	1737	2026	2612	2604	2024	2032	1971	1862	1723	1646
ENSMUSG00000010392	Gosr1	1637	1624	1668	1666	1562	1299	1480	1397	2296	1911	1745	1832	2035	2054	2295	1971	1771	1805	1725
ENSMUSG00000010406	Mrpl52	335	280	619	550	487.999	594	526.999	540	371	351.001	470	435	400	299	454	611.999	611.999	623	534.001
ENSMUSG00000010435	Spaca7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010453	Kansl3	1750	1654	2124.001	1727.001	1819	1585	1618.001	1669.001	1922	1703	1409.001	1383	1739	1778	1814	1404.001	1499.999	1696	1463
ENSMUSG00000010461	Eya4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010476	Ebf3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000010492	Uckl1os	0	4	3	1	2	2	6	4	2	0	1	0	1	6	2	2	1	0	0
ENSMUSG00000010505	Myt1	2	3	0	1	7	0	2	0	3	0	0	3	2	2	1	6	1	0	1
ENSMUSG00000010517	Faf1	1143	1086	1053	1145	1076	858	1009	982	1002	954	943	963	1040	950	990	866	905	855	856
ENSMUSG00000010529	Gm266	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010538	Tsacc	20	14	16	11	10	14	8	18	12	7	6	4	3	7	2	6	8	35	19
ENSMUSG00000010554	Mettl16	1021.001	1047.001	1112	935	899	845	926	824.999	445	487	606.001	374.999	387	388.999	390	420	448	878	903.001
ENSMUSG00000010592	Dazl	1	0	1	0	2	0	0	2	0	0	0	0	0	0	4	0	0	4	4
ENSMUSG00000010601	Apol7a	1.011	3.059	0	1.027	0	0	1.011	0	0	0	0	1.006	0	0	0	0	0	0	0
ENSMUSG00000010607	Pigyl	77	138	202	207	238	162	177	144	209	177	279	319	292	187	205	226	247	299	241
ENSMUSG00000010608	Rbm25	6328.999	5619	6736.001	5672.001	5443	5346.999	5996.001	6274	5439	4884	4987	4487.999	4896	4914.001	4765	4481	4861.001	8126.001	7612.001
ENSMUSG00000010609	Psen2	782	763.999	826.999	455	488	593.001	595	623.999	1035	864.999	835	559.999	675	630	867.999	745.001	691.001	626	473.999
ENSMUSG00000010651	Acaa1b	1.139	0	0	0	1.155	4.772	4.789	0	0	2.465	12.368	0	1.158	0	2.374	1.152	6.145	0	0
ENSMUSG00000010660	Plcd1	126	140	179	93	107	169	181	189	123	114	84	25	36	34	95	99	98	0	0
ENSMUSG00000010663	Fads1	144	128	121	127	136	121	121	69	217	204	159	138	150	184	205	165	148	235	186
ENSMUSG00000010721	Lmbr1	33	24	26	11	7	13	26	29	13	12	9	5	2	13	5	15	15	86	62
ENSMUSG00000010751	Tnfrsf22	517.393	446.501	443.874	257.231	262.916	334.574	359.636	304.498	183.556	211.889	170.374	96.561	92.4	102.836	91.804	117.556	106.274	524.709	600.573
ENSMUSG00000010755	Cars	430	403	479	420.999	410	379	436.999	408.999	485.999	387	360	311	301	311	422	295	347.999	471	504.001
ENSMUSG00000010760	Phlda2	0	3	1	0	6	12	4	1	1	0	0	0	0	0	1	0	3	5	0
ENSMUSG00000010796	Asz1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010797	Wnt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010803	Gabra1	4	8	17	8	6	13	8	16	25	15	13	13	14	12	16	17	40	34	8
ENSMUSG00000010825	Grid2ip	2	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000010830	Kdelr3	0	0	0	0	0	0	0	2	1	4	1	5	5	0	9	4	7	4	0
ENSMUSG00000010841	1700006E09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010911	Apip	105	112	111	118	109.001	88	75	83	119	105	91	137	133	72	105	92	130	132	118.001
ENSMUSG00000010914	Pdhx	262	256	266	286	312	236	250	256	329	311	228	334.001	378.001	312	353	283	306.999	312	376
ENSMUSG00000010936	Vac14	804	803	882	683	792	702	738	662	945	813	634	605	727	757	929	761	526	517	417
ENSMUSG00000011008	Mcoln2	792.999	759.001	756.001	414	338.999	542	714	625	562	585.999	567.001	276	248	265	458	372	456	620.001	764.001
ENSMUSG00000011034	Slc5a1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000011052	1700049J03Rik	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000011096	Akt1s1	112	103	209	165.999	184	262	225	162	181	145	143.999	118	106	83	237	216	164	443	302
ENSMUSG00000011114	Tbrg1	2506	2283	2620.999	1628	1755.999	1822	2202.001	1960	2545.001	2147.001	2249	2148.999	2088	1922	2020.001	2122.001	2001	1692	2401.001
ENSMUSG00000011118	Panx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000011148	Adssl1	29	17	29	45	61	37	24	32	14	12	14	68	50	53	14	18	12	24	14
ENSMUSG00000011154	1700026D08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000011158	Brf1	1790	1591	2005	1583	1630	1883	2006	1901	1596	1408	1336	1165	1352	1297	1508	1291	1415	2736	1869
ENSMUSG00000011171	Vipr2	0	1	0	1	1	5	1	0	0	1	0	0	1	0	0	0	0	4	0
ENSMUSG00000011179	Odc1	7279.023	5787.527	5807.064	3718.498	3175.49	5119.578	4443.451	4576.59	2825.564	2308.473	2331.929	1649.904	1746.669	1571.813	1945.684	1695.331	1879.683	1503.897	1544.739
ENSMUSG00000011254	Thg1l	220	223	202.999	160	171	167	186	135	360	294	337	326	308	297	299	308	296	373	368
ENSMUSG00000011256	Adam19	6317	5699	6887	2619	2508	4823	5434	4823	7319	6799	5075.001	2695	3218	2995	5629	4518.001	4209.999	1006	735.001
ENSMUSG00000011257	Pabpc4	1291.397	1273.486	1604.099	1030.932	890.672	1093.548	1186.805	1104.917	1520.889	1174.617	1086	718.91	827.276	863.192	1138.517	1008.298	958.621	1875.977	982.195
ENSMUSG00000011263	Exoc3l2	0	0	1	0	0	0	0	6	2	1	2	0	0	0	0	0	1	10	1
ENSMUSG00000011267	Zfp296	44	66	115	58	61	32	62	50	66	44	38	22	29	21	35	34	33	35	22
ENSMUSG00000011305	Plin5	0	0	0	9	7	0	0	3	1	4	0	2	3	7	0	1	0	0	0
ENSMUSG00000011306	Sugp1	859	822	1168	888	841	826	910	948	1425	1243	1088	849	1136	999	1376	1173	952	847	872
ENSMUSG00000011349	Dmrtc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000011350	Gm5893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000011382	Dhdh	29	27	27	22	28	30	26	9	18	15	22	29	30	36	16	9	16	37	38
ENSMUSG00000011427	Zfp790	386	367	458	514	483	254	383	383	382	410	377	516	535	563	466	411	405	514	416
ENSMUSG00000011463	Cpb1	4	14	1	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	75
ENSMUSG00000011486	Slc25a41	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000011589	Fsd1	0	0	3	0	3	12	5	2	0	3	6	4	1	5	2	2	6	6	0
ENSMUSG00000011632	Pinlyp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000011658	Fuz	131	188.001	239.001	141	147	147.001	179.001	168.001	291	213.999	197	167.001	194.999	177	252	222	231	440	317
ENSMUSG00000011751	Sptbn4	0	9	11	8	6	8	10	11	12	14	6	5	6	4	4	15	20	26	3
ENSMUSG00000011752	Pgam1	1860.681	1751.489	1877	1395.448	1335.778	1349	1452.568	1293.626	2182.006	1894.372	1775.728	1224.636	1504	1372.616	1714.033	1549.82	1441	1395.679	1045.843
ENSMUSG00000011831	Evi5	23	20	11	32	12	24	14	33	3	10	5	11	15	18	10	11	6	108	65
ENSMUSG00000011832	Evi5l	82.999	121.998	93.999	135	157.999	90.998	86	89	80	58	60	63	60	71	43	49	74	201	115
ENSMUSG00000011837	Snapc2	229	242	223	287	223	252	232	176	281	231	263	258	284	217	298	311	247	278	176
ENSMUSG00000011877	Git1	672	742.001	936	745.999	728	791.999	757.999	799	1178	946.001	767	617	787	767	1065.999	803.999	755.999	695	567
ENSMUSG00000011884	Gltp	1087	1167	1129	1137	1023	883.001	979	941	2069	1558	1264	1542	1899.999	1544	1967	1486	1062	1805	1505
ENSMUSG00000011958	Bnip2	1866.001	1720.001	1791.001	2196.002	2081	1521.001	1648.999	1563.001	2441.999	1951	2014.998	2461.999	2527	2328	2326.001	2161	2124.001	1647	1653.001
ENSMUSG00000011960	Ccnt1	1858	1632	1655	1882	1754.001	1464	1619.001	1457	1626.002	1433	1304	1507.001	1629	1629	1488.999	1210	1392.999	1972.999	1989.001
ENSMUSG00000012017	Scarf2	0	0	3	1	6	0	0	0	0	0	0	0	0	0	0	1	0	2	0
ENSMUSG00000012042	4930579F01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012076	Brms1l	184	186	195	195	170	177	192	131	202	244	189	179	155	164	238	177	203	401	364
ENSMUSG00000012114	Med15	1239	1340	1572	1356	1291	1134	1328	1200	1839	1514	1170	1268	1381	1364	1905	1354	1042	1198	1102
ENSMUSG00000012117	Dhdds	549	525	620	508.999	463.999	488.999	482.999	494.001	711.001	523.999	570.999	407.001	605	487.999	643.001	487.998	553	618	482
ENSMUSG00000012123	Aim1l	114	91.001	118	171	154	93	89	128	80	85.001	70	116.999	83	100	90.001	48	58	105	173
ENSMUSG00000012126	Ubxn11	526.999	480.002	653.002	841.999	745.001	577.001	664.999	612	753	620	676	668.999	798	859.001	768.001	643	814.002	715	766
ENSMUSG00000012187	Mogat1	1	4	2	1	1	0	4	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012211	Tex22	0	0	2	2	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0
ENSMUSG00000012282	Wnt8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012296	Tjap1	283.001	357	384	419.999	433	354	439	391.001	493	442	383	333	464	369.001	497	458	387	538	273.001
ENSMUSG00000012350	Ehf	5	2	2	7	2	1	22	1	1	0	1	2	0	0	0	0	0	0	0
ENSMUSG00000012396	Nanog	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012405	Rpl15	17045.096	14989.757	15390.879	10673.145	10258.684	9929.801	12730.041	11220.819	12292.961	10978.306	12451.771	14336.49	14177.752	12131.932	10637.324	10610.183	10611.717	22677.006	27467.951
ENSMUSG00000012422	Tmem167	1305	1122	1255.999	1522	1381	970	1100	1168	1728	1545	1547	2206	2117	1789	1698	1558	1597	1175	1458
ENSMUSG00000012428	Steap4	1	3	0	3	2	0	2	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000012429	Mplkip	306	227.907	296.716	335	327.688	283	299	270	297.912	296	381	412	404	418	386	379	363	456	417
ENSMUSG00000012443	Kif11	128	112	128	236	195	134	147	114	1335	1125	801	1134	1125	846.999	1593	1182.999	1069	126	35
ENSMUSG00000012483	Rpa3	352	305	344	363	357.995	276	316	255	498.985	341	353	428	445	371	355	420	401	380	320
ENSMUSG00000012519	Mlkl	51	92	80	98	80	51	76	39	206	184	138	147	177	145	173	179	152	26	9
ENSMUSG00000012520	Phox2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012535	Tnpo3	2066	2043.002	2217	2271	1989	1700.001	2021	1809	2309	1996.001	1687.999	2241.001	2018	1907.001	2097.999	1708	1877	2205	2441
ENSMUSG00000012609	Ttll5	340.001	361.001	317.001	264.001	343.001	252.001	327	220.999	260	272.001	213	171	264.001	248.002	236.001	201.999	216	187.001	166.001
ENSMUSG00000012640	Zfp715	910	831.999	901	954	1030.999	702.001	928	779.999	619	618.999	617	857.001	853	811	611	559	614.999	650	734
ENSMUSG00000012705	Retn	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000012777	Acpt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012819	Cdh23	2	13	3	5	6	3	0	2	8	8	1	2	2	0	5	3	7	16	13
ENSMUSG00000012848	Rps5	35918.999	36030	36026.001	21373	21186.001	24807.999	29286	26689.999	19268	17342.999	21893.998	24153.001	24181.999	19767	17282.001	18496	20331	41837	47644
ENSMUSG00000012889	Podnl1	595	729	887	314	306	669	714	650	852	894	742	228	308	361	707	726	659	572	410
ENSMUSG00000013033	Adgrl1	954	796	1098	1010	863	1115.001	1183	896.999	1108	934	754.001	719.999	795	831.001	1162.999	799	818	1745	1081.001
ENSMUSG00000013076	Amotl1	5	3	5	4	0	4	3	2	20	10	11	9	9	10	22	13	9	28	3
ENSMUSG00000013083	2200002J24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013089	Etv5	35	44	55	37	27	25	24	26	20	37	19	20	8	23	32	35	11	41	26
ENSMUSG00000013091	Tmem190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013150	Gfod2	123	183	171.999	53	63.001	160	171	149	110	95	119.001	41	34	49	83	76	83	262	111
ENSMUSG00000013155	Enkd1	28	30	47	45	49	50	35	35	84	72	51	30	41	37	72	73	51	33	19
ENSMUSG00000013158	4933405L10Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013160	Atp6v0d1	843	908	777	794	862	696	852	730	1439	1138	1210	1027	1290	1104	1366	1253	1096	1092	567
ENSMUSG00000013236	Ptprs	143	173	238	210	214	161	131	154	206	159	129	85	99	99	180	154	124	401	202
ENSMUSG00000013275	Slc41a1	724	710	770	736	659	602	695	620	701	686	473	500	609	607	614	584	433	502	414
ENSMUSG00000013338	Fer1l4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000013353	4931406B18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013367	Iglon5	2	1	0	2	6	0	7	4	6	3	2	0	1	6	3	3	2	15	1
ENSMUSG00000013415	Igf2bp1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000013418	B4galnt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013419	Zfp651	17	6	15	20	12	23	16	18	14	8	9	8	17	4	4	11	23	27	4
ENSMUSG00000013465	Nelfb	1868	2032.999	2133.001	2105	1997.999	1885	1921	1960	2300	1999	1911.001	1724	2273	2234.999	2438.001	2239	1927.999	2074	1589.999
ENSMUSG00000013483	Card14	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000013495	Tmem175	410	308	293.001	393	342.001	219	289	271	533	435.999	366.001	567	500.001	448	438.999	373	320.999	396	557.999
ENSMUSG00000013523	Bcas1	1	0	0	0	0	2	0	5	2	2	2	7	1	7	2	3	3	4	2
ENSMUSG00000013539	Tango2	473.001	404	396	514.999	468	412.001	402	437.999	533.001	561	442.001	654.001	612	552	531	474.001	547	532.999	476
ENSMUSG00000013562	4833413E03Rik	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1
ENSMUSG00000013584	Aldh1a2	5	14	10	13	11	9	2	1	0	0	0	2	0	1	0	0	1	5	1
ENSMUSG00000013593	Ndufs2	2400.999	2290.001	2233	2303	2231.001	1855.999	2157	2060	3058.001	2482	2647	3071	3320.001	2757.999	2875.001	2724	2646	2549	2595.999
ENSMUSG00000013611	Snx31	2	5	2	0	4	1	2	4	1	1	0	1	0	0	1	1	0	5	1
ENSMUSG00000013622	Atraid	651	594	622.001	749	581.999	501.001	574.999	629	646	555	703.999	954	976	816.001	641	633	645	811.001	771.999
ENSMUSG00000013629	Cad	904	1108.001	1264	623	643.999	920	888.001	798.001	1408	1100	799.001	487.999	563	567	1077	784	614	1294	864.999
ENSMUSG00000013643	Lypd8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013646	Sh3bp5l	381	475	552	597	569	480	430	514	677.001	736	573	497.999	653.001	613	655	676	585	610	319
ENSMUSG00000013653	1810065E05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013662	Atad1	1867	1638	1803	1821	1734	1296	1506	1326	1873	1707	1727	2229	2103	1920	1891	1697	1953	1969	2301
ENSMUSG00000013663	Pten	3484.719	3404.234	3680.198	3364.005	3190.466	3009.926	3467.026	3126.31	3412.133	3209.693	2637.33	2732.604	3019.358	3194.935	3479.869	3135.516	3074.74	4035.027	3447.407
ENSMUSG00000013668	4933402N03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013698	Pea15a	1747	1869.999	1688	3392	3087	1679.001	1782.999	1605	1900	1816.001	1733	3100	3201.999	3117.999	2279	1984.001	1926	1474	1454
ENSMUSG00000013701	Timm23	1720.135	1561.518	1672.073	1866.511	1788.744	1342.327	1508.099	1546.458	1893.993	1611.811	1850.861	2122.526	2000.117	1593.954	1773.457	1900.795	1751.625	1471.314	1540.849
ENSMUSG00000013707	Tnfaip8l2	1086	1320	1471	1711	1724	965	1289	1186	1976	1719	1951	2548	2618	2167	1834	1894	1944	1685	1549
ENSMUSG00000013736	Trnt1	828	825	862	867	867	616	776	681	727.001	713.999	703	969.001	871.001	800.001	639	716	685.999	844.001	1014.001
ENSMUSG00000013766	Ly6g6e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
